TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
# segment_iiif_link											
T	O	O									1820-09-09 00:00:00
HE	O	O									1820-09-09 00:00:00
first	O	O									1820-09-09 00:00:00
number	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
AMERICAN	O	O									1820-09-09 00:00:00
# segment_iiif_link											
FARMER	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
was	O	O									1820-09-09 00:00:00
issued	O	O									1820-09-09 00:00:00
on	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
2d	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
April	O	O									1820-09-09 00:00:00
# segment_iiif_link											
1819	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
It	O	O									1820-09-09 00:00:00
may	O	O									1820-09-09 00:00:00
now	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
announced	O	O									1820-09-09 00:00:00
as	O	O									1820-09-09 00:00:00
an	O	O									1820-09-09 00:00:00
es	O	O									1820-09-09 00:00:00
# segment_iiif_link											
tablisbed	O	O									1820-09-09 00:00:00
National	O	O									1820-09-09 00:00:00
work	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
adapted	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
# segment_iiif_link											
varieties	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
our	O	O									1820-09-09 00:00:00
climate	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
since	O	O									1820-09-09 00:00:00
many	O	O									1820-09-09 00:00:00
oi	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
# segment_iiif_link											
most	O	O									1820-09-09 00:00:00
eminent	O	O									1820-09-09 00:00:00
citizens	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
states	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
con	O	O									1820-09-09 00:00:00
# segment_iiif_link											
tribute	O	O									1820-09-09 00:00:00
by	O	O									1820-09-09 00:00:00
their	O	O									1820-09-09 00:00:00
patronage	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
their	O	O									1820-09-09 00:00:00
pens	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
# segment_iiif_link											
its	O	O									1820-09-09 00:00:00
circulation	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
its	O	O									1820-09-09 00:00:00
usefulness	O	O									1820-09-09 00:00:00
# segment_iiif_link											
To	O	O									1820-09-09 00:00:00
make	O	O									1820-09-09 00:00:00
known	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
discoveries	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
sci	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ence	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
improvements	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
practice	O	O									1820-09-09 00:00:00
# segment_iiif_link											
of	O	O									1820-09-09 00:00:00
Agriculture	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
Domestic	O	O									1820-09-09 00:00:00
Economy—and	O	O									1820-09-09 00:00:00
# segment_iiif_link											
to	O	O									1820-09-09 00:00:00
develope	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
means	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
designate	O	O									1820-09-09 00:00:00
plans	O	O									1820-09-09 00:00:00
# segment_iiif_link											
of	O	O									1820-09-09 00:00:00
internal	O	O									1820-09-09 00:00:00
improvements	O	O									1820-09-09 00:00:00
generally	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
consti	O	O									1820-09-09 00:00:00
# segment_iiif_link											
tute	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
chief	O	O									1820-09-09 00:00:00
objects	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
which	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
American	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Farmer	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
devoted	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
It	O	O									1820-09-09 00:00:00
takes	O	O									1820-09-09 00:00:00
no	O	O									1820-09-09 00:00:00
concern	O	O									1820-09-09 00:00:00
or	O	O									1820-09-09 00:00:00
# segment_iiif_link											
interest	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
party	O	O									1820-09-09 00:00:00
politics	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
nor	O	O									1820-09-09 00:00:00
inthe	O	O									1820-09-09 00:00:00
transient	O	O									1820-09-09 00:00:00
# segment_iiif_link											
occurrences	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
day	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
The	O	O									1820-09-09 00:00:00
Farmer	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
published	O	O									1820-09-09 00:00:00
weekly	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
on	O	O									1820-09-09 00:00:00
# segment_iiif_link											
.	O	O									1820-09-09 00:00:00
-	O	O									1820-09-09 00:00:00
heel	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
size	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
large	O	O									1820-09-09 00:00:00
newspaper	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
# segment_iiif_link											
folded	O	O									1820-09-09 00:00:00
o	O	O									1820-09-09 00:00:00
as	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
make	O	O									1820-09-09 00:00:00
eight	O	O									1820-09-09 00:00:00
pages—and	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
ad	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
mit	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
being	O	O									1820-09-09 00:00:00
conveniently	O	O									1820-09-09 00:00:00
bound	O	O									1820-09-09 00:00:00
up	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
# segment_iiif_link											
preserved	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
volumes	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
Each	O	O									1820-09-09 00:00:00
volume	O	O									1820-09-09 00:00:00
will	O	O									1820-09-09 00:00:00
# segment_iiif_link											
consist	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
fifty	O	O									1820-09-09 00:00:00
-	O	O									1820-09-09 00:00:00
two	O	O									1820-09-09 00:00:00
numbers	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
title	O	O									1820-09-09 00:00:00
page	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
# segment_iiif_link											
an	O	O									1820-09-09 00:00:00
index	O	O									1820-09-09 00:00:00
;	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
numerous	O	O									1820-09-09 00:00:00
Engravings	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
re	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
present	O	O									1820-09-09 00:00:00
new	O	O									1820-09-09 00:00:00
implements	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
approved	O	O									1820-09-09 00:00:00
sys	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
tems	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
husbandry	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Each	O	O									1820-09-09 00:00:00
number	O	O									1820-09-09 00:00:00
gives	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
true	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
accurate	O	O									1820-09-09 00:00:00
# segment_iiif_link											
statement	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
th	O	O									1820-09-09 00:00:00
*	O	O									1820-09-09 00:00:00
m	O	O									1820-09-09 00:00:00
selling	O	O									1820-09-09 00:00:00
prices	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
coun	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
try	O	O									1820-09-09 00:00:00
produce	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
live	O	O									1820-09-09 00:00:00
stock	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
tbe	O	O									1820-09-09 00:00:00
principal	O	O									1820-09-09 00:00:00
# segment_iiif_link											
articles	O	O									1820-09-09 00:00:00
brought	O	O									1820-09-09 00:00:00
for	O	O									1820-09-09 00:00:00
sale	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
Baltimore	O	O									1820-09-09 00:00:00
# segment_iiif_link											
market	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Terms	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
subscription	O	O									1820-09-09 00:00:00
4	O	O									1820-09-09 00:00:00
dollars	O	O									1820-09-09 00:00:00
per	O	O									1820-09-09 00:00:00
an	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
num	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
paid	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
advance	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
But	O	O									1820-09-09 00:00:00
for	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
# segment_iiif_link											
'	O	O									1820-09-09 00:00:00
'	O	O									1820-09-09 00:00:00
Urn	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
five	O	O									1820-09-09 00:00:00
dollars	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
actual	O	O									1820-09-09 00:00:00
receipt	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
eve	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ry	O	O									1820-09-09 00:00:00
number	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
guaranteed	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
That	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
when	O	O									1820-09-09 00:00:00
# segment_iiif_link											
numbers	O	O									1820-09-09 00:00:00
fail	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
come	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
hand	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
duplicates	O	O									1820-09-09 00:00:00
# segment_iiif_link											
shall	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
sent	O	O									1820-09-09 00:00:00
until	O	O									1820-09-09 00:00:00
every	O	O									1820-09-09 00:00:00
number	O	O									1820-09-09 00:00:00
shalljiave	O	O									1820-09-09 00:00:00
# segment_iiif_link											
been	O	O									1820-09-09 00:00:00
received	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
As	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
Editor	O	O									1820-09-09 00:00:00
takes	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
risk	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
cost	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
# segment_iiif_link											
die	O	O									1820-09-09 00:00:00
mail—should	O	O									1820-09-09 00:00:00
subscription	O	O									1820-09-09 00:00:00
money	O	O									1820-09-09 00:00:00
mis	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
carry	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
he	O	O									1820-09-09 00:00:00
holds	O	O									1820-09-09 00:00:00
himself	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
nevertheless	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
bound	O	O									1820-09-09 00:00:00
# segment_iiif_link											
to	O	O									1820-09-09 00:00:00
furnish	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
paper	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
To	O	O									1820-09-09 00:00:00
those	O	O									1820-09-09 00:00:00
who	O	O									1820-09-09 00:00:00
may	O	O									1820-09-09 00:00:00
think	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
price	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
sub	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
scription	O	O									1820-09-09 00:00:00
too	O	O									1820-09-09 00:00:00
high	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
it	O	O									1820-09-09 00:00:00
may	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
remarked	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
that	O	O									1820-09-09 00:00:00
# segment_iiif_link											
on	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
comparison	O	O									1820-09-09 00:00:00
ol	O	O									1820-09-09 00:00:00
their	O	O									1820-09-09 00:00:00
actual	O	O									1820-09-09 00:00:00
contents	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
one	O	O									1820-09-09 00:00:00
# segment_iiif_link											
volume	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
American	O	O									1820-09-09 00:00:00
Farmer	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
will	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
# segment_iiif_link											
found	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
containas	O	O									1820-09-09 00:00:00
much	O	O									1820-09-09 00:00:00
as	O	O									1820-09-09 00:00:00
four	O	O									1820-09-09 00:00:00
volumes	O	O									1820-09-09 00:00:00
ol	O	O									1820-09-09 00:00:00
# segment_iiif_link											
the	O	O									1820-09-09 00:00:00
Memoirs	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
ihe	O	O									1820-09-09 00:00:00
Agricultural	O	O									1820-09-09 00:00:00
Society	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Philadelphia	B-LOC	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
four	O	O									1820-09-09 00:00:00
volumes	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
that	O	O									1820-09-09 00:00:00
I	O	O									1820-09-09 00:00:00
# segment_iiif_link											
patriotic	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
exceedingly	O	O									1820-09-09 00:00:00
valuable	O	O									1820-09-09 00:00:00
work	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
# segment_iiif_link											
sell	O	O									1820-09-09 00:00:00
for	O	O									1820-09-09 00:00:00
12	O	O									1820-09-09 00:00:00
dollars	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
To	O	O									1820-09-09 00:00:00
shew	O	O									1820-09-09 00:00:00
that	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
American	O	O									1820-09-09 00:00:00
Farmer	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
# segment_iiif_link											
conducted	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
manner	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
answer	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
great	O	O									1820-09-09 00:00:00
# segment_iiif_link											
national	O	O									1820-09-09 00:00:00
purpose	O	O									1820-09-09 00:00:00
for	O	O									1820-09-09 00:00:00
which	O	O									1820-09-09 00:00:00
it	O	O									1820-09-09 00:00:00
was	O	O									1820-09-09 00:00:00
*	O	O									1820-09-09 00:00:00
stablish	O	O									1820-09-09 00:00:00
-	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ed	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
that	O	O									1820-09-09 00:00:00
it	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
not	O	O									1820-09-09 00:00:00
on	O	O									1820-09-09 00:00:00
ieserving	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
encou	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ragementof	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
Agriculturists	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
Unit	O	O									1820-09-09 00:00:00
;	O	O									1820-09-09 00:00:00
d	O	O									1820-09-09 00:00:00
# segment_iiif_link											
States	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
following	O	O									1820-09-09 00:00:00
testimonials	O	O									1820-09-09 00:00:00
are	O	O									1820-09-09 00:00:00
respect	O	O									1820-09-09 00:00:00
# segment_iiif_link											
fully	O	O									1820-09-09 00:00:00
submitted—others	O	O									1820-09-09 00:00:00
equally	O	O									1820-09-09 00:00:00
conclusive	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
# segment_iiif_link											
might	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
offered	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Extract	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
a	O	O									1820-09-09 00:00:00
letter	O	O									1820-09-09 00:00:00
from	O	O									1820-09-09 00:00:00
Governor	B-LOC	O									1820-09-09 00:00:00
Lloyd	I-LOC	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
# segment_iiif_link											
»	O	O									1820-09-09 00:00:00
•	O	O									1820-09-09 00:00:00
ho	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
acknowledged	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
be	O	O									1820-09-09 00:00:00
one	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
# segment_iiif_link											
most	O	O									1820-09-09 00:00:00
wealthy	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
well	O	O									1820-09-09 00:00:00
informed	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
best	O	O									1820-09-09 00:00:00
# segment_iiif_link											
managing	O	O									1820-09-09 00:00:00
farmers	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
United	B-LOC	O									1820-09-09 00:00:00
States	I-LOC	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
“	O	O									1820-09-09 00:00:00
The	O	O									1820-09-09 00:00:00
Farmer	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
so	O	O									1820-09-09 00:00:00
far	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
best	O	O									1820-09-09 00:00:00
Agricul	O	O									1820-09-09 00:00:00
# segment_iiif_link											
tural	O	O									1820-09-09 00:00:00
compilation	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
m	O	O									1820-09-09 00:00:00
my	O	O									1820-09-09 00:00:00
humble	O	O									1820-09-09 00:00:00
opinion	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
# segment_iiif_link											
that	O	O									1820-09-09 00:00:00
1	O	O									1820-09-09 00:00:00
have	O	O									1820-09-09 00:00:00
seen	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
deserves	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
patron	O	O									1820-09-09 00:00:00
¬	O	O									1820-09-09 00:00:00
# segment_iiif_link											
age	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
public	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
'	O	O									1820-09-09 00:00:00
’	O	O									1820-09-09 00:00:00
# segment_iiif_link											
From	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
President	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
Agricultural	O	O									1820-09-09 00:00:00
Soci	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ety	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
Eastern	O	O									1820-09-09 00:00:00
Shore	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
Maryland	B-LOC	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
# segment_iiif_link											
1	O	O									1820-09-09 00:00:00
am	O	O									1820-09-09 00:00:00
anxious	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
preserve	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
whole	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
# segment_iiif_link											
the	O	O									1820-09-09 00:00:00
work	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
and	O	O									1820-09-09 00:00:00
wish	O	O									1820-09-09 00:00:00
it	O	O									1820-09-09 00:00:00
was	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
hands	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
# segment_iiif_link											
every	O	O									1820-09-09 00:00:00
lamer	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
the	O	O									1820-09-09 00:00:00
United	B-LOC	O									1820-09-09 00:00:00
States	I-LOC	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
It	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
by	O	O									1820-09-09 00:00:00
# segment_iiif_link											
the	O	O									1820-09-09 00:00:00
diffusion	O	O									1820-09-09 00:00:00
of	O	O									1820-09-09 00:00:00
knowle	O	O									1820-09-09 00:00:00
dge	O	O									1820-09-09 00:00:00
only	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
that	O	O									1820-09-09 00:00:00
we	O	O									1820-09-09 00:00:00
can	O	O									1820-09-09 00:00:00
# segment_iiif_link											
expect	O	O									1820-09-09 00:00:00
our	O	O									1820-09-09 00:00:00
country	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
improve	O	O									1820-09-09 00:00:00
in	O	O									1820-09-09 00:00:00
Agricul	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ture	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
which	O	O									1820-09-09 00:00:00
thy	O	O									1820-09-09 00:00:00
paper	O	O									1820-09-09 00:00:00
is	O	O									1820-09-09 00:00:00
admirably	O	O									1820-09-09 00:00:00
calcula	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ted	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
impart	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
all	O	O									1820-09-09 00:00:00
who	O	O									1820-09-09 00:00:00
will	O	O									1820-09-09 00:00:00
take	O	O									1820-09-09 00:00:00
pains	O	O									1820-09-09 00:00:00
to	O	O									1820-09-09 00:00:00
# segment_iiif_link											
be	O	O									1820-09-09 00:00:00
improved	O	O									1820-09-09 00:00:00
by	O	O									1820-09-09 00:00:00
reading	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
”	O	O									1820-09-09 00:00:00
# segment_iiif_link											
Respectfully	O	O									1820-09-09 00:00:00
th	O	O									1820-09-09 00:00:00
friend	O	O									1820-09-09 00:00:00
,	O	O									1820-09-09 00:00:00
# segment_iiif_link											
ROB	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
MOORE	O	O									1820-09-09 00:00:00
.	O	O									1820-09-09 00:00:00
											
# document_id											
# segment_iiif_link											
NEWECHOTA	O	O									1830-02-03 00:00:00
-	O	O									1830-02-03 00:00:00
FEBRUARY	O	O									1830-02-03 00:00:00
3,1880	O	O									1830-02-03 00:00:00
.	O	O									1830-02-03 00:00:00
# segment_iiif_link											
From	O	O									1830-02-03 00:00:00
a	O	O									1830-02-03 00:00:00
letter	O	O									1830-02-03 00:00:00
received	O	O									1830-02-03 00:00:00
in	O	O									1830-02-03 00:00:00
this	O	O									1830-02-03 00:00:00
place	O	O									1830-02-03 00:00:00
# segment_iiif_link											
from	O	O									1830-02-03 00:00:00
a	O	O									1830-02-03 00:00:00
gentleman	O	O									1830-02-03 00:00:00
of	O	O									1830-02-03 00:00:00
intelligence	O	O									1830-02-03 00:00:00
,	O	O									1830-02-03 00:00:00
and	O	O									1830-02-03 00:00:00
# segment_iiif_link											
from	O	O									1830-02-03 00:00:00
our	O	O									1830-02-03 00:00:00
exchange	O	O									1830-02-03 00:00:00
papers	O	O									1830-02-03 00:00:00
which	O	O									1830-02-03 00:00:00
come	O	O									1830-02-03 00:00:00
to	O	O									1830-02-03 00:00:00
# segment_iiif_link											
us	O	O									1830-02-03 00:00:00
from	O	O									1830-02-03 00:00:00
different	O	O									1830-02-03 00:00:00
sections	O	O									1830-02-03 00:00:00
of	O	O									1830-02-03 00:00:00
the	O	O									1830-02-03 00:00:00
country	O	O									1830-02-03 00:00:00
,	O	O									1830-02-03 00:00:00
# segment_iiif_link											
we	O	O									1830-02-03 00:00:00
have	O	O									1830-02-03 00:00:00
