TOKEN	NE-COARSE-LIT	NE-COARSE-METO
gehalten	O	O
und	O	O
nur	O	O
die	O	O
# segment_iiif_link = _
springenden	O	O
Punkte	O	O
berührt	O	O
.	O	O
Der	O	O
Berichterstatter	O	O
muß	O	O
# segment_iiif_link = _
sich	O	O
hinwieder	O	O
auf	O	O
eine	O	O
Skizzierung	O	O
des	O	O
Vortrages	O	O
be	O	O
¬	O	O
# segment_iiif_link = _
schränken	O	O
,	O	O
welche	O	O
zum	O	O
Studium	O	O
des	O	O
Gutachtens	O	O
an	O	O
¬	O	O
# segment_iiif_link = _
regen	O	O
soll	O	O
.	O	O
# segment_iiif_link = _
Die	O	O
Krankenversicherung	O	O
im	O	O
heutigen	O	O
Ent	O	O
¬	O	O
# segment_iiif_link = _
wurf	O	O
stellt	O	O
nicht	O	O
mehr	O	O
auf	O	O
das	O	O
Obligatorium	O	O
ab	O	O
,	O	O
sondern	O	O
# segment_iiif_link = _
auf	O	O
bloße	O	O
Förderung	O	O
der	O	O
Versicherung	O	O
gegen	O	O
Krankheit	O	O
.	O	O
# segment_iiif_link = _
Man	O	O
glaubt	O	O
,	O	O
das	O	O
Obligatorium	O	O
habe	O	O
dem	O	O
ersten	O	O
Ent	O	O
¬	O	O
# segment_iiif_link = _
wurf	O	O
zur	O	O
Niederlage	O	O
verholfen	O	O
.	O	O
Die	O	O
Zürcher	B-org	O
Handels	I-org	O
¬	I-org	O
# segment_iiif_link = _
kammer	O	O
bedauert	O	O
diese	O	O
Rückwärtsbewegung	O	O
,	O	O
weil	O	O
zu	O	O
be	O	O
¬	O	O
# segment_iiif_link = _
fürchten	O	O
ist	O	O
,	O	O
daß	O	O
so	O	O
die	O	O
Bedürftigsten	O	O
nicht	O	O
an	O	O
die	O	O
Ver	O	O
¬	O	O
# segment_iiif_link = _
sicherung	O	O
herankommen	O	O
.	O	O
Der	O	O
Bundesrat	B-org	O
sagt	O	O
,	O	O
daß	O	O
mit	O	O
# segment_iiif_link = _
seinem	O	O
System	O	O
anderwärts	O	O
immerhin	O	O
17	O	O
—	O	O
18	O	O
Prozent	O	O
# segment_iiif_link = _
der	O	O
Bevölkerung	O	O
herängezogen	O	O
worden	O	O
seien	O	O
.	O	O
Aber	O	O
das	O	O
# segment_iiif_link = _
kann	O	O
uns	O	O
nicht	O	O
genügen	O	O
;	O	O
schon	O	O
1903	I-time	O
waren	O	O
bei	O	O
uns	O	O
# segment_iiif_link = _
freiwillig	O	O
13½	O	O
Prozent	O	O
versichert	O	O
.	O	O
Es	O	O
sind	O	O
allerdings	O	O
# segment_iiif_link = _
die	O	O
Kantone	O	O
ermächtigt	O	O
,	O	O
für	O	O
ihr	O	O
Gebiet	O	O
das	O	O
Obliga	O	O
¬	O	O
# segment_iiif_link = _
torium	O	O
einzuführen	O	O
;	O	O
aber	O	O
dieser	O	O
Ermächtigung	O	O
bedürfen	O	O
# segment_iiif_link = _
sie	O	O
eigentlich	O	O
gar	O	O
nicht	O	O
,	O	O
sie	O	O
besaßen	O	O
sie	O	O
längst	O	O
aus	O	O
eigener	O	O
# segment_iiif_link = _
Hoheit	O	O
.	O	O
Wünschbar	O	O
wäre	O	O
es	O	O
aber	O	O
nicht	O	O
,	O	O
daß	O	O
die	O	O
Ver	O	O
¬	O	O
# segment_iiif_link = _
sicherung	O	O
im	O	O
einen	O	O
Kanton	O	O
obligatorisch	O	O
,	O	O
im	O	O
andern	O	O
# segment_iiif_link = _
freiwillig	O	O
wäre	O	O
,	O	O
weil	O	O
daraus	O	O
eine	O	O
ungleiche	O	O
wirtschaft	O	O
¬	O	O
# segment_iiif_link = _
liche	O	O
Belastung	O	O
resultieren	O	O
würde	O	O
.	O	O
# segment_iiif_link = _
Daß	O	O
die	O	O
staatliche	O	O
Unterstützung	O	O
an	O	O
Aufsicht	O	O
und	O	O
# segment_iiif_link = _
Bedingungen	O	O
geknüpft	O	O
ist	O	O
,	O	O
muß	O	O
begrüßt	O	O
werden	O	O
.	O	O
Die	O	O
# segment_iiif_link = _
Zürcher	B-org	O
Handelskammer	I-org	O
fand	O	O
aber	O	O
,	O	O
es	O	O
sollten	O	O
noch	O	O
# segment_iiif_link = _
bessere	O	O
Garantien	O	O
gegen	O	O
Ueberversicherung	O	O
z	O	O
.	O	O
B	O	O
.	O	O
ge	O	O
¬	O	O
# segment_iiif_link = _
schaffen	O	O
werden	O	O
.	O	O
Als	O	O
einzige	O	O
Form	O	O
der	O	O
Krankenfürsorge	O	O
,	O	O
# segment_iiif_link = _
die	O	O
nicht	O	O
mißbräuchlich	O	O
zu	O	O
einem	O	O
Geschäft	O	O
des	O	O
Ver	O	O
¬	O	O
# segment_iiif_link = _
sicherten	O	O
gemacht	O	O
werden	O	O
kann	O	O
,	O	O
anerkennt	O	O
sie	O	O
die	O	O
Kranken	O	O
¬	O	O
# segment_iiif_link = _
pflegeversicherung	O	O
in	O	O
natura	O	O
und	O	O
da	O	O
möchte	O	O
sie	O	O
lieber	O	O
# segment_iiif_link = _
weiter	O	O
gehen	O	O
als	O	O
der	O	O
Entwurf	O	O
.	O	O
Sie	O	O
steht	O	O
grundsätzlich	O	O
# segment_iiif_link = _
auf	O	O
dem	O	O
Boden	O	O
der	O	O
obligatorischen	O	O
allgemeinen	O	O
Kranken	O	O
¬	O	O
# segment_iiif_link = _
pflegeversicherung	O	O
;	O	O
namentlich	O	O
möchte	O	O
sie	O	O
die	O	O
Kinderver	O	O
¬	O	O
# segment_iiif_link = _
sicherung	O	O
gefördert	O	O
wissen	O	O
.	O	O
Sie	O	O
schlägt	O	O
deshalb	O	O
vor	O	O
,	O	O
den	O	O
# segment_iiif_link = _
Bundesbeitrag	O	O
auf	O	O
1½	O	O
Rp	O	O
.	O	O
zu	O	O
erhöhen	O	O
bei	O	O
Kranken	O	O
¬	O	O
# segment_iiif_link = _
kassen	O	O
,	O	O
die	O	O
außer	O	O
der	O	O
Krankenpflege	O	O
noch	O	O
mindestens	O	O
1	O	O
# segment_iiif_link = _
Fr	O	O
.	O	O
Krankengeld	O	O
gewähren	O	O
oder	O	O
in	O	O
der	O	O
Krankenpflege	O	O
# segment_iiif_link = _
Leistungen	O	O
aufweisen	O	O
,	O	O
die	O	O
qualitativ	O	O
oder	O	O
zeitlich	O	O
erheb	O	O
¬	O	O
# segment_iiif_link = _
lich	O	O
über	O	O
das	O	O
gesetzliche	O	O
Minimum	O	O
hinausgehen	O	O
,	O	O
und	O	O
für	O	O
# segment_iiif_link = _
jedes	O	O
Kind	O	O
unter	O	O
16	O	O
Jahren	O	O
einen	O	O
Beitrag	O	O
von	O	O
1½e	O	O
bis	O	O
# segment_iiif_link = _
2	O	O
Rp	O	O
.	O	O
auszurichten	O	O
.	O	O
Die	O	O
Kinderversicherung	O	O
dürfte	O	O
sich	O	O
# segment_iiif_link = _
allerdings	O	O
auf	O	O
die	O	O
Krankenpflege	O	O
beschränken	O	O
.	O	O
Die	O	O
Kinder	O	O
¬	O	O
# segment_iiif_link = _
versicherung	O	O
hat	O	O
bei	O	O
den	O	O
bisherigen	O	O
freien	O	O
Krankenkassen	O	O
# segment_iiif_link = _
nicht	O	O
recht	O	O
aufzukommen	O	O
vermocht	O	O
;	O	O
nach	O	O
obigem	O	O
Vor	O	O
¬	O	O
# segment_iiif_link = _
schlag	O	O
wäre	O	O
es	O	O
den	O	O
Kassen	O	O
möglich	O	O
,	O	O
für	O	O
sie	O	O
nur	O	O
ganz	O	O
# segment_iiif_link = _
minime	O	O
Prämien	O	O
zu	O	O
verlangen	O	O
.	O	O
Die	O	O
Schweizerische	O	O
Ge	O	O
¬	O	O
# segment_iiif_link = _
meinnützige	O	O
Gesellschaft	O	O
postuliert	O	O
bekanntlich	O	O
auch	O	O
die	O	O
# segment_iiif_link = _
Einbeziehung	O	O
der	O	O
Kinderversicherung	O	O
.	O	O
Natürlich	O	O
würde	O	O
diese	O	O
# segment_iiif_link = _
Erweiterung	O	O
eine	O	O
stärkere	O	O
Belastung	O	O
des	O	O
Bundes	O	O
be	O	O
¬	O	O
# segment_iiif_link = _
denten	O	O
,	O	O
100,000	O	O
Kinder	O	O
würden	O	O
ihn	O	O
etwa	O	O
730,000	O	O
Fr	O	O
.	O	O
# segment_iiif_link = _
kesten	O	O
.	O	O
Statt	O	O
mit	O	O
600,000	O	O
Versicherten	O	O
und	O	O
3,25	O	O
Mil	O	O
¬	O	O
# segment_iiif_link = _
lionen	O	O
Bundesbeuras	O	O
mißte	O	O
matt	O	O
mit	O	O
800,000	O	O
# segment_iiif_link = _
Versicherten	O	O
und	O	O
5	O	O
-	O	O
Millionen	O	O
Bundesbeitrag	O	O
bechnen	O	O
.	O	O
# segment_iiif_link = _
Kommt	O	O
der	O	O
Entwurf	O	O
des	O	O
Bundesrates	B-org	O
für	O	O
die	O	O
Kranken	O	O
¬	O	O
# segment_iiif_link = _
versicherung	O	O
vor	O	O
der	O	O
Zürcher	B-org	O
Handelskammer	I-org	O
verhältnis	O	O
¬	O	O
# segment_iiif_link = _
mäßig	O	O
gut	O	O
weg	O	O
,	O	O
so	O	O
ist	O	O
ihre	O	O
Kritik	O	O
eine	O	O
fast	O	O
vernichtende	O	O
# segment_iiif_link = _
gegenüber	O	O
der	O	O
vorgeschlagenen	O	O
Unfallversiche	O	O
¬	O	O
# segment_iiif_link = _
rung	O	O
.	O	O
Der	O	O
Entwurf	O	O
setzt	O	O
richtigerweise	O	O
au	O	O
Stelle	O	O
der	O	O
# segment_iiif_link = _
bisherigen	O	O
bedingten	O	O
Haftpflicht	O	O
die	O	O
absolute	O	O
Verbindlichkeit	O	O
# segment_iiif_link = _
der	O	O
Arbeitgeber	O	O
.	O	O
Auch	O	O
das	O	O
Ausmaß	O	O
der	O	O
Entschädigungen	O	O
# segment_iiif_link = _
auf	O	O
60	O	O
Prozent	O	O
resp	O	O
.	O	O
70	O	O
Prozent	O	O
,	O	O
da	O	O
der	O	O
Sonntag	O	O
auch	O	O
# segment_iiif_link = _
bezahlt	O	O
wird	O	O
,	O	O
erscheint	O	O
zweckdienlich	O	O
.	O	O
Dagegen	O	O
kann	O	O
sich	O	O
# segment_iiif_link = _
die	O	O
Industrie	O	O
nicht	O	O
mit	O	O
einer	O	O
Monopolanstalt	O	O
als	O	O
Trä	O	O
¬	O	O
# segment_iiif_link = _
gerin	O	O
der	O	O
Unfallversicherung	O	O
befreunden	O	O
.	O	O
Man	O	O
scheint	O	O
# segment_iiif_link = _
zu	O	O
dieser	O	O
Lösung	O	O
gelangt	O	O
zu	O	O
sein	O	O
in	O	O
der	O	O
Annahme	O	O
,	O	O
# segment_iiif_link = _
private	O	O
Versicherungsgesellschaften	O	O
würden	O	O
die	O	O
großen	O	O
# segment_iiif_link = _
Risiken	O	O
ablehnen	O	O
und	O	O
man	O	O
argumentiert	O	O
mit	O	O
den	O	O
Er	O	O
¬	O	O
# segment_iiif_link = _
fahrungen	O	O
anderer	O	O
Länder	O	O
.	O	O
Aber	O	O
Deutschland	B-loc	O
hat	O	O
seine	O	O
# segment_iiif_link = _
Versicherung	O	O
auf	O	O
eine	O	O
ganz	O	O
andere	O	O
Basis	O	O
gestellt	O	O
,	O	O
als	O	O
wir	O	O
# segment_iiif_link = _
sie	O	O
wollen	O	O
und	O	O
die	O	O
sieben	O	O
österreichischen	O	O
Monopolanstal	O	O
¬	O	O
# segment_iiif_link = _
ten	O	O
haben	O	O
vollständig	O	O
Fiasko	O	O
gemacht	O	O
.	O	O
Die	O	O
Anstalt	O	O
für	O	O
# segment_iiif_link = _
Niederösterreich	B-loc	O
in	O	O
Wien	B-loc	O
arbeitete	O	O
von	O	O
Anfang	O	O
an	O	O
mit	O	O
# segment_iiif_link = _
Defiziten	O	O
,	O	O
die	O	O
trotz	O	O
mehrmaliger	O	O
Erhöhung	O	O
der	O	O
Prämien	O	O
# segment_iiif_link = _
bis	I-time	O
Ende	I-time	O
1906	I-time	O
auf	O	O
25,550,000	O	O
Kronen	O	O
aufliefen	O	O
.	O	O
Die	O	O
# segment_iiif_link = _
Anstalt	O	O
für	O	O
Böhmen	B-loc	O
wirtschaftete	O	O
noch	O	O
schlimmer	O	O
,	O	O
bis	O	O
zu	O	O
# segment_iiif_link = _
einem	O	O
Defizit	O	O
von	O	O
über	O	O
34	O	O
Millionen	O	O
Kronen	O	O
.	O	O
Alle	O	O
# segment_iiif_link = _
sieben	O	O
Anstalten	O	O
Oesterreichs	B-loc	O
weisen	O	O
zusammen	O	O
ein	O	O
De	O	O
¬	O	O
# segment_iiif_link = _
fizit	O	O
von	O	O
68	O	O
Millionen	O	O
Kronen	O	O
auf	O	O
,	O	O
und	O	O
man	O	O
wurstelt	O	O
# segment_iiif_link = _
weiter	O	O
,	O	O
ohne	O	O
zu	O	O
wissen	O	O
,	O	O
wie	O	O
zu	O	O
helfen	O	O
wäre	O	O
.	O	O
Aehnliche	O	O
# segment_iiif_link = _
Erfahrungen	O	O
machten	O	O
Luxemburg	B-loc	O
und	O	O
Holland	B-loc	O
,	O	O
welch	O	O
# segment_iiif_link = _
letzteres	O	O
in	O	O
vier	O	O
Jahren	O	O
schon	O	O
einen	O	O
Ausfall	O	O
von	O	O
10	O	O
# segment_iiif_link = _
Millionen	O	O
hatte	O	O
,	O	O
so	O	O
daß	O	O
der	O	O
Staat	O	O
in	O	O
den	O	O
Riß	O	O
treten	O	O
# segment_iiif_link = _
mußte	O	O
.	O	O
Die	O	O
Schweiz	B-loc	O
würde	O	O
mit	O	O
einer	O	O
Monopolanstalt	O	O
# segment_iiif_link = _
dieselben	O	O
Erfahrungen	O	O
machen	O	O
.	O	O
Wer	O	O
die	O	O
Defizite	O	O
zu	O	O
be	O	O
¬	O	O
# segment_iiif_link = _
gleichen	O	O
hätte	O	O
,	O	O
darüber	O	O
ist	O	O
nirgends	O	O
etwas	O	O
bestimmt	O	O
,	O	O
# segment_iiif_link = _
wahrscheinlich	O	O
aber	O	O
auch	O	O
der	O	O
Staat	O	O
.	O	O
Die	O	O
Folge	O	O
würde	O	O
# segment_iiif_link = _
sein	O	O
,	O	O
daß	O	O
er	O	O
für	O	O
lange	O	O
Zeit	O	O
hinaus	O	O
in	O	O
sozialer	O	O
Fürsorge	O	O
# segment_iiif_link = _
lahmgelegt	O	O
wäre	O	O
.	O	O
Man	O	O
wirft	O	O
den	O	O
privaten	O	O
Anstalten	O	O
# segment_iiif_link = _
teure	O	O
Verwaltung	O	O
vor	O	O
;	O	O
mit	O	O
Unrecht	O	O
,	O	O
in	O	O
der	O	O
Schweiz	B-loc	O
# segment_iiif_link = _
kostet	O	O
sie	O	O
17,7	O	O
Prozent	O	O
der	O	O
Nettoprämie	O	O
(	O	O
5	O	O
Prozent	O	O
für	O	O
# segment_iiif_link = _
Steuern	O	O
inbegriffen	O	O
)	O	O
.	O	O
Die	O	O
Konkurrenz	O	O
drückt	O	O
die	O	O
Prä	O	O
¬	O	O
# segment_iiif_link = _
mien	O	O
herunter	O	O
,	O	O
die	O	O
Arbeiterversicherung	O	O
ist	O	O
für	O	O
die	O	O
Ge	O	O
¬	O	O
# segment_iiif_link = _
sellschaften	O	O
kein	O	O
gutes	O	O
Geschäft	O	O
,	O	O
die	O	O
Monopolanstalt	O	O
# segment_iiif_link = _
könnte	O	O
keine	O	O
billigern	O	O
Prämien	O	O
gewähren	O	O
.	O	O
Die	O	O
Zürcher	O	O
# segment_iiif_link = _
Handelskammer	O	O
gelaugt	O	O
so	O	O
in	O	O
Anlehnung	O	O
an	O	O
die	O	O
# segment_iiif_link = _
französische	O	O
und	O	O
belgische	O	O
Praxis	O	O
zu	O	O
dem	O	O
Antrag	O	O
:	O	O
# segment_iiif_link = _
1	O	O
.	O	O
Die	O	O
Versicherung	O	O
bei	O	O
einer	O	O
Anstalt	O	O
(	O	O
Staats	O	O
-	O	O
oder	O	O
# segment_iiif_link = _
konzessionierter	O	O
Privatanstalt	O	O
)	O	O
wird	O	O
für	O	O
die	O	O
gegenwärtig	O	O
# segment_iiif_link = _
der	O	O
Haftpflicht	O	O
unterstellten	O	O
Arbeiter	O	O
obligatorisch	O	O
# segment_iiif_link = _
erklärt	O	O
.	O	O
Die	O	O
Selbstversicherung	O	O
durch	O	O
den	O	O
Arbeitgeber	O	O
# segment_iiif_link = _
hat	O	O
wegzufallen	O	O
.	O	O
2	O	O
.	O	O
Die	O	O
Staatsaustalt	O	O
und	O	O
die	O	O
konzes	O	O
¬	O	O
# segment_iiif_link = _
sionierten	O	O
Privatanstalten	O	O
werden	O	O
verpflichtet	O	O
,	O	O
allen	O	O
unter	O	O
# segment_iiif_link = _
das	O	O
Gesetz	O	O
fallenden	O	O
Betrieben	O	O
Versicherung	O	O
zu	O	O
gewähren	O	O
# segment_iiif_link = _
und	O	O
zwar	O	O
da	O	O
gemeinschaftlich	O	O
,	O	O
wo	O	O
eine	O	O
einzelne	O	O
Anstalt	O	O
# segment_iiif_link = _
die	O	O
Deckung	O	O
allein	O	O
nicht	O	O
sollte	O	O
übernehmen	O	O
wollen	O	O
.	O	O
3	O	O
.	O	O
# segment_iiif_link = _
Der	O	O
steuerfreien	O	O
Staatsanstalt	O	O
werden	O	O
zum	O	O
voraus	O	O
alle	O	O
# segment_iiif_link = _
Staatsbetriebe	O	O
zugewiesen	O	O
.	O	O
4	O	O
.	O	O
Neben	O	O
der	O	O
für	O	O
Zulassung	O	O
# segment_iiif_link = _
zum	O	O
Geschäftsbetrieb	O	O
zu	O	O
erlegenden	O	O
Kantion	O	O
müssen	O	O
die	O	O
# segment_iiif_link = _
konzessionierten	O	O
Privatversicherungsgesellschaften	O	O
,	O	O
die	O	O
# segment_iiif_link = _
Rentenreserven	O	O
beim	O	O
Staat	O	O
deponieren	O	O
.	O	O
# segment_iiif_link = _
Der	O	O
Bundesrat	B-org	O
will	O	O
auch	O	O
die	O	O
Bureauangestellten	O	O
# segment_iiif_link = _
und	O	O
die	O	O
höhern	O	O
technischen	O	O
Beamten	O	O
der	O	O
Betriebe	O	O
in	O	O
# segment_iiif_link = _
die	O	O
Versicherung	O	O
einbesiehen	O	O
.	O	O
Die	O	O
Handelskammer	O	O
findet	O	O
# segment_iiif_link = _
das	O	O
nicht	O	O
für	O	O
angezeigt	O	O
;	O	O
jedenfalls	O	O
sollten	O	O
bloß	O	O
die	O	O
# segment_iiif_link = _
Techniker	O	O
mitgenommen	O	O
werden	O	O
und	O	O
bloß	O	O
bis	O	O
zu	O	O
einer	O	O
# segment_iiif_link = _
Besoldung	O	O
bis	O	O
5000	O	O
Fr	O	O
.	O	O
Ob	O	O
die	O	O
Greuze	O	O
bei	O	O
5	O	O
Arbeitern	O	O
# segment_iiif_link = _
eines	O	O
Betriebes	O	O
zu	O	O
ziehen	O	O
sei	O	O
,	O	O
das	O	O
hängt	O	O
mit	O	O
der	O	O
künfti	O	O
¬	O	O
# segment_iiif_link = _
gen	O	O
Gestaltung	O	O
des	O	O
Fabrikgesetzes	O	O
zusammen	O	O
.	O	O
Die	O	O
An	O	O
¬	O	O
# segment_iiif_link = _
meldung	O	O
eines	O	O
Todesfalles	O	O
soll	O	O
binnen	O	O
24	O	O
Stunden	O	O
# segment_iiif_link = _
erfolgen	O	O
,	O	O
für	O	O
andere	O	O
Unfälle	O	O
binnen	O	O
4	O	O
Tagen	O	O
.	O	O
Die	O	O
# segment_iiif_link = _
privaten	O	O
Gesellschaften	O	O
geben	O	O
acht	O	O
Tage	O	O
Zeit	O	O
.	O	O
Als	O	O
# segment_iiif_link = _
Agenten	O	O
und	O	O
Rückversicherer	O	O
der	O	O
Unfallversicherung	O	O
sind	O	O
# segment_iiif_link = _
die	O	O
Krankenkassen	O	O
nicht	O	O
sehr	O	O
geeignet	O	O
.	O	O
Die	O	O
Interessen	O	O
# segment_iiif_link = _
schneiden	O	O
sich	O	O
da	O	O
zum	O	O
Teil	O	O
und	O	O
die	O	O
Kompetenzen	O	O
sind	O	O
# segment_iiif_link = _
nicht	O	O
klar	O	O
ausgeschieden	O	O
.	O	O
Die	O	O
Handelskammer	O	O
möchte	O	O
# segment_iiif_link = _
mit	O	O
der	O	O
Rente	O	O
nicht	O	O
über	O	O
60	O	O
Prozent	O	O
des	O	O
Jahresver	O	O
¬	O	O
# segment_iiif_link = _
dienstes	O	O
hinausgehen	O	O
;	O	O
nach	O	O
der	O	O
Spruchpraxis	O	O
des	O	O
Bun	O	O
¬	O	O
# segment_iiif_link = _
desgerichts	O	O
geht	O	O
sie	O	O
jetzt	O	O
durchschnittlich	O	O
nur	O	O
auf	O	O
43	O	O
# segment_iiif_link = _
Prozent	O	O
.	O	O
Dagegen	O	O
sollte	O	O
der	O	O
Rentenauskauf	O	O
erleichtert	O	O
# segment_iiif_link = _
werden	O	O
.	O	O
Deutschland	B-loc	O
kannte	O	O
diesen	O	O
erst	O	O
gar	O	O
nicht	O	O
,	O	O
ist	O	O
# segment_iiif_link = _
aber	O	O
in	O	O
der	O	O
Folge	O	O
dazu	O	O
gelangt	O	O
.	O	O
Mit	O	O
einer	O	O
Kapital	O	O
¬	O	O
# segment_iiif_link = _
auszahlung	O	O
ermöglicht	O	O
man	O	O
es	O	O
dem	O	O
Verunfallten	O	O
# segment_iiif_link = _
öfter	O	O
,	O	O
sich	O	O
wieder	O	O
regelmäßiger	O	O
Arbeit	O	O
hinzugeben	O	O
.	O	O
Wer	O	O
# segment_iiif_link = _
eine	O	O
50prozeutige	O	O
Rente	O	O
bezieht	O	O
,	O	O
will	O	O
manchmal	O	O
gar	O	O
# segment_iiif_link = _
nicht	O	O
mehr	O	O
arbeiten	O	O
und	O	O
wer	O	O
eine	O	O
geringere	O	O
Rente	O	O
hat	O	O
,	O	O
# segment_iiif_link = _
bekommt	O	O
nicht	O	O
leicht	O	O
Arbeit	O	O
.	O	O
Daß	O	O
der	O	O
Jahresverdienst	O	O
# segment_iiif_link = _
o	O	O
berechnet	O	O
werden	O	O
soll	O	O
,	O	O
indem	O	O
man	O	O
den	O	O
Tagesverdienst	O	O
# segment_iiif_link = _
einfach	O	O
mit	O	O
300	O	O
multipliziert	O	O
,	O	O
ist	O	O
der	O	O
Handelskammer	O	O
# segment_iiif_link = _
unverständlich	O	O
.	O	O
Wie	O	O
wird	O	O
man	O	O
so	O	O
den	O	O
Saisongewerben	O	O
# segment_iiif_link = _
gerecht	O	O
?	O	O
Frankreich	B-loc	O
half	O	O
sich	O	O
da	O	O
auch	O	O
praktischer	O	O
,	O	O
indem	O	O
# segment_iiif_link = _
es	O	O
zwischen	O	O
vorübergehender	O	O
und	O	O
dauernder	O	O
Erwerbs	O	O
¬	O	O
# segment_iiif_link = _
unfähigkeit	O	O
unterscheidet	O	O
,	O	O
für	O	O
erstere	O	O
auf	O	O
den	O	O
unmittel	O	O
¬	O	O
# segment_iiif_link = _
bar	O	O
voraufgehenden	O	O
Tagesverdienst	O	O
,	O	O
für	O	O
letztere	O	O
auf	O	O
# segment_iiif_link = _
den	O	O
tatsächlichen	O	O
Jahresverdienst	O	O
abstellt	O	O
.	O	O
Ganz	O	O
eigen	O	O
¬	O	O
# segment_iiif_link = _
tümlich	O	O
ist	O	O
im	O	O
Entwurf	O	O
die	O	O
Prämienberechnung	O	O
kon	O	O
¬	O	O
# segment_iiif_link = _
struiert	O	O
.	O	O
Sie	O	O
basiert	O	O
auf	O	O
der	O	O
Annahme	O	O
,	O	O
daß	O	O
der	O	O
Ar	O	O
¬	O	O
# segment_iiif_link = _
beitgeber	O	O
mit	O	O
der	O	O
Unfallaustalt	O	O
wege	O	O
;	O	O
jedes	O	O
einzelnen	O	O
# segment_iiif_link = _
Arbeiters	O	O
in	O	O
Kontalt	O	O
zu	O	O
stehen	O	O
habe	O	O
,	O	O
und	O	O
daß	O	O
für	O	O
# segment_iiif_link = _
jeden	O	O
Arbeiter	O	O
und	O	O
für	O	O
jeden	O	O
Werktag	O	O
eine	O	O
Prämie	O	O
zu	O	O
# segment_iiif_link = _
berechnen	O	O
und	O	O
einzutragen	O	O
sei	O	O
,	O	O
weil	O	O
der	O	O
Bundesbeitrag	O	O
# segment_iiif_link = _
sich	O	O
ja	O	O
nach	O	O
der	O	O
Lohnhöhe	O	O
ändert	O	O
.	O	O
Die	O	O
Arbeit	O	O
wäre	O	O
# segment_iiif_link = _
dann	O	O
am	O	O
Ende	O	O
des	O	O
Jahres	O	O
auf	O	O
Grund	O	O
des	O	O
Gesamt	O	O
¬	O	O
# segment_iiif_link = _
betrages	O	O
des	O	O
Tagesverdienstes	O	O
noch	O	O
einmal	O	O
zu	O	O
machen	O	O
,	O	O
# segment_iiif_link = _
zur	O	O
Beratung	O	O
der	O	O
Restprämie	O	O
.	O	O
Ob	O	O
man	O	O
sich	O	O
eine	O	O
Vor	O	O
¬	O	O
# segment_iiif_link = _
stellung	O	O
gemacht	O	O
hat	O	O
von	O	O
dieser	O	O
ungeheuerlichen	O	O
und	O	O
# segment_iiif_link = _
gänzlich	O	O
nutzlosen	O	O
Arbeitsverschwendung	O	O
?	O	O
Größere	O	O
Be	O	O
¬	O	O
# segment_iiif_link = _
teiebs	O	O
müßten	O	O
dafür	O	O
eigene	O	O
Bureaus	O	O
auftun	O	O
.	O	O
Eine	O	O
# segment_iiif_link = _
Fabrik	O	O
mit	O	O
3000	O	O
Arbeitern	O	O
hätte	O	O
eim	O	O
Mittion	O	O
Rech	O	O
¬	O	O
# segment_iiif_link = _
nungen	O	O
im	O	O
Jahr	O	O
zu	O	O
bewältigen	O	O
,	O	O
die	O	O
Zentralaustalt	O	O
# segment_iiif_link = _
müßte	O	O
500,000	O	O
Folioseiten	O	O
eröffnen	O	O
und	O	O
im	O	O
Jahr	O	O
# segment_iiif_link = _
etwa	O	O
300	O	O
Millionen	O	O
Rechnungen	O	O
liquidieren	O	O
.	O	O
Dazu	O	O
# segment_iiif_link = _
käme	O	O
dann	O	O
noch	O	O
die	O	O
Kontrolle	O	O
.	O	O
Ohne	O	O
die	O	O
Buchhaltung	O	O
# segment_iiif_link = _
bedürfte	O	O
man	O	O
für	O	O
diese	O	O
Rechnerei	O	O
mindestens	O	O
2000	O	O
# segment_iiif_link = _
Beamte	O	O
.	O	O
Eine	O	O
solche	O	O
Verwaltung	O	O
würde	O	O
doppelt	O	O
so	O	O
# segment_iiif_link = _
viel	O	O
kosten	O	O
als	O	O
der	O	O
vorgesehene	O	O
Bundesbeitrag	O	O
beträgt	O	O
.	O	O
# segment_iiif_link = _
Es	O	O
ist	O	O
also	O	O
ganz	O	O
ausgeschlossen	O	O
,	O	O
daß	O	O
man	O	O
sich	O	O
so	O	O
be	O	O
¬	O	O
# segment_iiif_link = _
helfen	O	O
könnte	O	O
.	O	O
Die	O	O
Privatgesellschaften	O	O
,	O	O
die	O	O
das	O	O
Ge	O	O
¬	O	O
# segment_iiif_link = _
schäft	O	O
doch	O	O
auch	O	O
verstehen	O	O
,	O	O
lassen	O	O
sich	O	O
alle	O	O
Jahre	O	O
ein	O	O
¬	O	O
# segment_iiif_link = _
mal	O	O
das	O	O
Lohnbuch	O	O
gehen	O	O
.	O	O
Der	O	O
Staat	O	O
könnte	O	O
dasselbe	O	O
# segment_iiif_link = _
vielleicht	O	O
viermal	O	O
im	O	O
Jahre	O	O
verlangen	O	O
und	O	O
dann	O	O
hätte	O	O
# segment_iiif_link = _
er	O	O
es	O	O
bloß	O	O
mit	O	O
ein	O	O
paar	O	O
tausend	O	O
Kollektivversicherun	O	O
¬	O	O
# segment_iiif_link = _
gen	O	O
zu	O	O
tun	O	O
.	O	O
Natürlich	O	O
ist	O	O
die	O	O
Voraussetzung	O	O
,	O	O
daß	O	O
die	O	O
# segment_iiif_link = _
Lohnlisten	O	O
von	O	O
den	O	O
Betrieben	O	O
richtig	O	O
geführt	O	O
werden	O	O
.	O	O
# segment_iiif_link = _
