TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
fédérale	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
décidé	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
# segment_iiif_link											
augmenter	O	O									1918-09-10 00:00:00
son	O	O									1918-09-10 00:00:00
tarif	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Ces	O	O									1918-09-10 00:00:00
dames	O	O									1918-09-10 00:00:00
demandent	O	O									1918-09-10 00:00:00
maintenant	O	O									1918-09-10 00:00:00
# segment_iiif_link											
huit	O	O									1918-09-10 00:00:00
francs	O	O									1918-09-10 00:00:00
par	O	O									1918-09-10 00:00:00
journée	O	O									1918-09-10 00:00:00
sans	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
nourriture	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
# segment_iiif_link											
six	O	O									1918-09-10 00:00:00
francs	O	O									1918-09-10 00:00:00
avec	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
nourriture	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
C	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
est	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
guerre	O	O									1918-09-10 00:00:00
!	O	O									1918-09-10 00:00:00
# segment_iiif_link											
VALAIS	B-LOC	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
—	O	O									1918-09-10 00:00:00
Une	O	O									1918-09-10 00:00:00
terrible	O	O									1918-09-10 00:00:00
bagarre	O	O									1918-09-10 00:00:00
s	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
est	O	O									1918-09-10 00:00:00
# segment_iiif_link											
produite	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
dans	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
journée	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
samedi	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
sur	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
place	O	O									1918-09-10 00:00:00
# segment_iiif_link											
de	O	O									1918-09-10 00:00:00
Monthey	B-LOC	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Les	O	O									1918-09-10 00:00:00
quatre	B-PERS	O									1918-09-10 00:00:00
frères	I-PERS	O									1918-09-10 00:00:00
Comte	I-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
# segment_iiif_link											
chiffonniers	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
se	O	O									1918-09-10 00:00:00
sont	O	O									1918-09-10 00:00:00
battus	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
sous	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
influence	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
# segment_iiif_link											
boisson	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
coups	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
couteaux	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
barres	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
# segment_iiif_link											
fer	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
L	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
un	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
eux	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
grièvement	O	O									1918-09-10 00:00:00
blessé	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
dû	O	O									1918-09-10 00:00:00
être	O	O									1918-09-10 00:00:00
# segment_iiif_link											
transporté	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
infirmerie	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Deux	O	O									1918-09-10 00:00:00
autres	O	O									1918-09-10 00:00:00
ont	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
# segment_iiif_link											
arrêtés	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
La	O	O									1918-09-10 00:00:00
population	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
obligée	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
prêter	O	O									1918-09-10 00:00:00
# segment_iiif_link											
main	O	O									1918-09-10 00:00:00
-	O	O									1918-09-10 00:00:00
forte	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
police	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
""""	O	O									1918-09-10 00:00:00
# segment_iiif_link											
FRIBOURG	B-LOC	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
—	O	O									1918-09-10 00:00:00
Le	O	O									1918-09-10 00:00:00
marché	O	O									1918-09-10 00:00:00
-	O	O									1918-09-10 00:00:00
concours	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
# segment_iiif_link											
taureaux	O	O									1918-09-10 00:00:00
qui	O	O									1918-09-10 00:00:00
s	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
est	O	O									1918-09-10 00:00:00
ouvert	O	O									1918-09-10 00:00:00
mercredi	O	O									1918-09-10 00:00:00
dans	O	O									1918-09-10 00:00:00
les	O	O									1918-09-10 00:00:00
étables	O	O									1918-09-10 00:00:00
# segment_iiif_link											
du	O	O									1918-09-10 00:00:00
Tirage	B-LOC	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
Bulle	B-LOC	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
revêtu	O	O									1918-09-10 00:00:00
dès	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
matin	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
# segment_iiif_link											
animation	O	O									1918-09-10 00:00:00
extraordinaire	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Les	O	O									1918-09-10 00:00:00
transactions	O	O									1918-09-10 00:00:00
ont	O	O									1918-09-10 00:00:00
# segment_iiif_link											
commencé	O	O									1918-09-10 00:00:00
dès	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
arrivée	O	O									1918-09-10 00:00:00
des	O	O									1918-09-10 00:00:00
premiers	O	O									1918-09-10 00:00:00
taureaux	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
La	O	O									1918-09-10 00:00:00
journée	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
jeudi	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
dit	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
«	O	O									1918-09-10 00:00:00
Liberté	O	O									1918-09-10 00:00:00
»	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
# segment_iiif_link											
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
importance	O	O									1918-09-10 00:00:00
sans	O	O									1918-09-10 00:00:00
égale	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
par	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
# segment_iiif_link											
nombre	O	O									1918-09-10 00:00:00
des	O	O									1918-09-10 00:00:00
visiteurs	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
par	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
chiffre	O	O									1918-09-10 00:00:00
des	O	O									1918-09-10 00:00:00
# segment_iiif_link											
transactions	O	O									1918-09-10 00:00:00
effectuées	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Il	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
primé	O	O									1918-09-10 00:00:00
242	O	O									1918-09-10 00:00:00
taureaux	O	O									1918-09-10 00:00:00
# segment_iiif_link											
sur	O	O									1918-09-10 00:00:00
362	O	O									1918-09-10 00:00:00
qui	O	O									1918-09-10 00:00:00
étaient	O	O									1918-09-10 00:00:00
présentés	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Jeudi	O	O									1918-09-10 00:00:00
soir	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
120	O	O									1918-09-10 00:00:00
# segment_iiif_link											
ventes	O	O									1918-09-10 00:00:00
étaient	O	O									1918-09-10 00:00:00
enregistrées	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
chiffre	O	O									1918-09-10 00:00:00
# segment_iiif_link											
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
achats	O	O									1918-09-10 00:00:00
s	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
élevait	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
200,000	O	O									1918-09-10 00:00:00
francs	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Une	O	O									1918-09-10 00:00:00
vingtaine	O	O									1918-09-10 00:00:00
# segment_iiif_link											
de	O	O									1918-09-10 00:00:00
taureaux	O	O									1918-09-10 00:00:00
se	O	O									1918-09-10 00:00:00
sont	O	O									1918-09-10 00:00:00
payés	O	O									1918-09-10 00:00:00
plus	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
3000	O	O									1918-09-10 00:00:00
francs	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
Le	O	O									1918-09-10 00:00:00
taurillon	O	O									1918-09-10 00:00:00
<	O	O									1918-09-10 00:00:00
Castor	O	O									1918-09-10 00:00:00
_	O	O									1918-09-10 00:00:00
_	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
Mme	B-PERS	O									1918-09-10 00:00:00
veuve	I-PERS	O									1918-09-10 00:00:00
Gremaud	I-PERS	O									1918-09-10 00:00:00
,	I-PERS	O									1918-09-10 00:00:00
# segment_iiif_link											
Riaz	I-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
acheté	O	O									1918-09-10 00:00:00
pour	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
prix	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
7000	O	O									1918-09-10 00:00:00
francs	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
La	O	O									1918-09-10 00:00:00
commission	O	O									1918-09-10 00:00:00
italienne	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
acheté	O	O									1918-09-10 00:00:00
12	O	O									1918-09-10 00:00:00
# segment_iiif_link											
taureaux	O	O									1918-09-10 00:00:00
;	O	O									1918-09-10 00:00:00
celle	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
Hongrie	B-LOC	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
vingtaine	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
# segment_iiif_link											
commission	O	O									1918-09-10 00:00:00
suisse	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
exportation	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
30	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Plusieurs	O	O									1918-09-10 00:00:00
# segment_iiif_link											
éleveurs	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
syndicats	O	O									1918-09-10 00:00:00
vaudois	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
genevois	O	O									1918-09-10 00:00:00
ont	O	O									1918-09-10 00:00:00
# segment_iiif_link											
également	O	O									1918-09-10 00:00:00
fait	O	O									1918-09-10 00:00:00
des	O	O									1918-09-10 00:00:00
acquisitions	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
—	O	O									1918-09-10 00:00:00
H	O	O									1918-09-10 00:00:00
vient	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
se	O	O									1918-09-10 00:00:00
fonder	O	O									1918-09-10 00:00:00
sur	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
initiative	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
M	B-PERS	O									1918-09-10 00:00:00
.	I-PERS	O									1918-09-10 00:00:00
# segment_iiif_link											
Musy	I-PERS	O									1918-09-10 00:00:00
,	I-PERS	O									1918-09-10 00:00:00
conseiller	I-PERS	O									1918-09-10 00:00:00
d	I-PERS	O									1918-09-10 00:00:00
'	I-PERS	O									1918-09-10 00:00:00
Etat	I-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
ligue	O	O									1918-09-10 00:00:00
pour	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
# segment_iiif_link											
conservation	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
la	O	O									1918-09-10 00:00:00
terre	O	O									1918-09-10 00:00:00
fribourgeoise	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
dont	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
but	O	O									1918-09-10 00:00:00
# segment_iiif_link											
est	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
empêcher	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
sol	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
passer	O	O									1918-09-10 00:00:00
en	O	O									1918-09-10 00:00:00
mains	O	O									1918-09-10 00:00:00
# segment_iiif_link											
étrangères	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
GENÈVE	B-LOC	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
—	O	O									1918-09-10 00:00:00
Dans	O	O									1918-09-10 00:00:00
les	O	O									1918-09-10 00:00:00
élections	O	O									1918-09-10 00:00:00
pour	O	O									1918-09-10 00:00:00
un	O	O									1918-09-10 00:00:00
# segment_iiif_link											
conseiller	O	O									1918-09-10 00:00:00
aux	O	O									1918-09-10 00:00:00
Etats	O	O									1918-09-10 00:00:00
en	O	O									1918-09-10 00:00:00
remplacement	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
M	B-PERS	O									1918-09-10 00:00:00
.	I-PERS	O									1918-09-10 00:00:00
Ad	I-PERS	O									1918-09-10 00:00:00
.	I-PERS	O									1918-09-10 00:00:00
# segment_iiif_link											
Lachenal	I-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
M	B-PERS	O									1918-09-10 00:00:00
.	I-PERS	O									1918-09-10 00:00:00
Henri	I-PERS	O									1918-09-10 00:00:00
Fazy	I-PERS	O									1918-09-10 00:00:00
,	I-PERS	O									1918-09-10 00:00:00
président	I-PERS	O									1918-09-10 00:00:00
du	I-PERS	O									1918-09-10 00:00:00
Conseil	I-PERS	O									1918-09-10 00:00:00
# segment_iiif_link											
d	I-PERS	O									1918-09-10 00:00:00
'	I-PERS	O									1918-09-10 00:00:00
Etat	I-PERS	O									1918-09-10 00:00:00
genevois	I-PERS	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
élu	O	O									1918-09-10 00:00:00
par	O	O									1918-09-10 00:00:00
6225	O	O									1918-09-10 00:00:00
voix	O	O									1918-09-10 00:00:00
contre	O	O									1918-09-10 00:00:00
# segment_iiif_link											
3762	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
M	B-PERS	O									1918-09-10 00:00:00
.	I-PERS	O									1918-09-10 00:00:00
Willemin	I-PERS	O									1918-09-10 00:00:00
,	I-PERS	O									1918-09-10 00:00:00
jeune	I-PERS	O									1918-09-10 00:00:00
radical	I-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
soit	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
# segment_iiif_link											
majorité	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
2463	O	O									1918-09-10 00:00:00
voix	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
H	O	O									1918-09-10 00:00:00
y	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
eu	O	O									1918-09-10 00:00:00
le	O	O									1918-09-10 00:00:00
50	O	O									1918-09-10 00:00:00
%	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
# segment_iiif_link											
abstentions	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
# segment_iiif_link											
—	O	O									1918-09-10 00:00:00
La	O	O									1918-09-10 00:00:00
police	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
arrêté	O	O									1918-09-10 00:00:00
deux	O	O									1918-09-10 00:00:00
cambrioleurs	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
# segment_iiif_link											
grande	O	O									1918-09-10 00:00:00
envergure	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
un	O	O									1918-09-10 00:00:00
réfractaire	O	O									1918-09-10 00:00:00
turc	O	O									1918-09-10 00:00:00
nommé	O	O									1918-09-10 00:00:00
# segment_iiif_link											
Seni	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
un	O	O									1918-09-10 00:00:00
déserteur	O	O									1918-09-10 00:00:00
français	O	O									1918-09-10 00:00:00
nommé	O	O									1918-09-10 00:00:00
# segment_iiif_link											
Pétermann	B-PERS	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
que	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
on	O	O									1918-09-10 00:00:00
croit	O	O									1918-09-10 00:00:00
être	O	O									1918-09-10 00:00:00
les	O	O									1918-09-10 00:00:00
auteurs	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
tous	O	O									1918-09-10 00:00:00
# segment_iiif_link											
les	O	O									1918-09-10 00:00:00
vols	O	O									1918-09-10 00:00:00
importants	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
de	O	O									1918-09-10 00:00:00
tous	O	O									1918-09-10 00:00:00
les	O	O									1918-09-10 00:00:00
cambriolages	O	O									1918-09-10 00:00:00
# segment_iiif_link											
commis	O	O									1918-09-10 00:00:00
ces	O	O									1918-09-10 00:00:00
derniers	O	O									1918-09-10 00:00:00
temps	O	O									1918-09-10 00:00:00
à	O	O									1918-09-10 00:00:00
Genève	B-LOC	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
Des	O	O									1918-09-10 00:00:00
# segment_iiif_link											
bijoux	O	O									1918-09-10 00:00:00
et	O	O									1918-09-10 00:00:00
des	O	O									1918-09-10 00:00:00
pierres	O	O									1918-09-10 00:00:00
précieuses	O	O									1918-09-10 00:00:00
ont	O	O									1918-09-10 00:00:00
été	O	O									1918-09-10 00:00:00
retrouvés	O	O									1918-09-10 00:00:00
# segment_iiif_link											
en	O	O									1918-09-10 00:00:00
leur	O	O									1918-09-10 00:00:00
possession	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
D	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
autres	O	O									1918-09-10 00:00:00
arrestations	O	O									1918-09-10 00:00:00
sont	O	O									1918-09-10 00:00:00
# segment_iiif_link											
attendues	O	O									1918-09-10 00:00:00
incessamment	O	O									1918-09-10 00:00:00
,	O	O									1918-09-10 00:00:00
car	O	O									1918-09-10 00:00:00
on	O	O									1918-09-10 00:00:00
a	O	O									1918-09-10 00:00:00
l	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
impression	O	O									1918-09-10 00:00:00
# segment_iiif_link											
de	O	O									1918-09-10 00:00:00
se	O	O									1918-09-10 00:00:00
trouver	O	O									1918-09-10 00:00:00
en	O	O									1918-09-10 00:00:00
présence	O	O									1918-09-10 00:00:00
d	O	O									1918-09-10 00:00:00
'	O	O									1918-09-10 00:00:00
une	O	O									1918-09-10 00:00:00
bande	O	O									1918-09-10 00:00:00
# segment_iiif_link											
parfaitement	O	O									1918-09-10 00:00:00
organisée	O	O									1918-09-10 00:00:00
.	O	O									1918-09-10 00:00:00
											
# document_id											
# segment_iiif_link											
_	O	O									1918-12-13 00:00:00
NOUVELLES	O	O									1918-12-13 00:00:00
DIVERSES	O	O									1918-12-13 00:00:00
# segment_iiif_link											
Pourquoi	O	O									1918-12-13 00:00:00
ne	O	O									1918-12-13 00:00:00
pas	O	O									1918-12-13 00:00:00
les	O	O									1918-12-13 00:00:00
supprimer	O	O									1918-12-13 00:00:00
tout	O	O									1918-12-13 00:00:00
a	O	O									1918-12-13 00:00:00
fait	O	O									1918-12-13 00:00:00
?	O	O									1918-12-13 00:00:00
—	O	O									1918-12-13 00:00:00
# segment_iiif_link											
On	O	O									1918-12-13 00:00:00
mande	O	O									1918-12-13 00:00:00
de	O	O									1918-12-13 00:00:00
Berne	B-LOC	O									1918-12-13 00:00:00
à	O	O									1918-12-13 00:00:00
la	O	O									1918-12-13 00:00:00
c	O	O									1918-12-13 00:00:00
Zurcher	B-PROD	O									1918-12-13 00:00:00
Post	I-PROD	O									1918-12-13 00:00:00
»	O	O									1918-12-13 00:00:00
:	O	O									1918-12-13 00:00:00
# segment_iiif_link											
Lo	O	O									1918-12-13 00:00:00
Conseil	B-ORG	O									1918-12-13 00:00:00
fédéral	I-ORG	O									1918-12-13 00:00:00
va	O	O									1918-12-13 00:00:00
soumettre	O	O									1918-12-13 00:00:00
aux	O	O									1918-12-13 00:00:00
# segment_iiif_link											
Chambres	O	O									1918-12-13 00:00:00
fédérales	O	O									1918-12-13 00:00:00
un	O	O									1918-12-13 00:00:00
projet	O	O									1918-12-13 00:00:00
d	O	O									1918-12-13 00:00:00
'	O	O									1918-12-13 00:00:00
arrêté	O	O									1918-12-13 00:00:00
fédéral	O	O									1918-12-13 00:00:00
# segment_iiif_link											
tendant	O	O									1918-12-13 00:00:00
à	O	O									1918-12-13 00:00:00
réduire	O	O									1918-12-13 00:00:00
principalement	O	O									1918-12-13 00:00:00
aux	O	O									1918-12-13 00:00:00
questions	O	O									1918-12-13 00:00:00
# segment_iiif_link											
économiques	O	O									1918-12-13 00:00:00
les	O	O									1918-12-13 00:00:00
pleins	O	O									1918-12-13 00:00:00
-	O	O									1918-12-13 00:00:00
pouvoirs	O	O									1918-12-13 00:00:00
# segment_iiif_link											
extraordinaires	O	O									1918-12-13 00:00:00
accordés	O	O									1918-12-13 00:00:00
au	O	O									1918-12-13 00:00:00
Conseil	B-ORG	O									1918-12-13 00:00:00
fédéral	I-ORG	O									1918-12-13 00:00:00
par	O	O									1918-12-13 00:00:00
l	O	O									1918-12-13 00:00:00
'	O	O									1918-12-13 00:00:00
arrêté	O	O									1918-12-13 00:00:00
du	B-TIME	O									1918-12-13 00:00:00
# segment_iiif_link											
3	I-TIME	O									1918-12-13 00:00:00
août	I-TIME	O									1918-12-13 00:00:00
1914	I-TIME	O									1918-12-13 00:00:00
.	O	O									1918-12-13 00:00:00
'	O	O									1918-12-13 00:00:00
¦	O	O									1918-12-13 00:00:00
# segment_iiif_link											
Chambres	O	O									1918-12-13 00:00:00
fédérales	O	O									1918-12-13 00:00:00
.	O	O									1918-12-13 00:00:00
—	O	O									1918-12-13 00:00:00
Dans	O	O									1918-12-13 00:00:00
la	O	O									1918-12-13 00:00:00
séance	O	O									1918-12-13 00:00:00
de	O	O									1918-12-13 00:00:00
# segment_iiif_link											
relevée	O	O									1918-12-13 00:00:00
(	O	O									1918-12-13 00:00:00
voir	O	O									1918-12-13 00:00:00
page	O	O									1918-12-13 00:00:00
précédente	O	O									1918-12-13 00:00:00
)	O	O									1918-12-13 00:00:00
du	O	O									1918-12-13 00:00:00
Conseil	B-ORG	O									1918-12-13 00:00:00
# segment_iiif_link											
national	I-ORG	O									1918-12-13 00:00:00
M	B-PERS	O									1918-12-13 00:00:00
.	I-PERS	O									1918-12-13 00:00:00
Cossy	I-PERS	O									1918-12-13 00:00:00
(	O	O									1918-12-13 00:00:00
Vaud	B-LOC	O									1918-12-13 00:00:00
)	O	O									1918-12-13 00:00:00
dit	O	O									1918-12-13 00:00:00
qu	O	O									1918-12-13 00:00:00
'	O	O									1918-12-13 00:00:00
il	O	O									1918-12-13 00:00:00
faut	O	O									1918-12-13 00:00:00
# segment_iiif_link											
distinguer	O	O									1918-12-13 00:00:00
entre	O	O									1918-12-13 00:00:00
les	O	O									1918-12-13 00:00:00
meneurs	O	O									1918-12-13 00:00:00
du	O	O									1918-12-13 00:00:00
mouvement	O	O									1918-12-13 00:00:00
et	O	O									1918-12-13 00:00:00
ceux	O	O									1918-12-13 00:00:00
# segment_iiif_link											
qui	O	O									1918-12-13 00:00:00
se	O	O									1918-12-13 00:00:00
sont	O	O									1918-12-13 00:00:00
laissé	O	O									1918-12-13 00:00:00
entraîner	O	O									1918-12-13 00:00:00
.	O	O									1918-12-13 00:00:00
Les	O	O									1918-12-13 00:00:00
saboteurs	O	O									1918-12-13 00:00:00
aussi	O	O									1918-12-13 00:00:00
# segment_iiif_link											
doivent	O	O									1918-12-13 00:00:00
être	O	O									1918-12-13 00:00:00
punis	O	O									1918-12-13 00:00:00
;	O	O									1918-12-13 00:00:00
mais	O	O									1918-12-13 00:00:00
la	O	O									1918-12-13 00:00:00
responsabilité	O	O									1918-12-13 00:00:00
# segment_iiif_link											
principale	O	O									1918-12-13 00:00:00
,	O	O									1918-12-13 00:00:00
revient	O	O									1918-12-13 00:00:00
aux	O	O									1918-12-13 00:00:00
chefs	O	O									1918-12-13 00:00:00
.	O	O									1918-12-13 00:00:00
Les	O	O									1918-12-13 00:00:00
gardes	O	O									1918-12-13 00:00:00
# segment_iiif_link											
civiques	O	O									1918-12-13 00:00:00
ne	O	O									1918-12-13 00:00:00
demandent	O	O									1918-12-13 00:00:00
ni	O	O									1918-12-13 00:00:00
fusils	O	O									1918-12-13 00:00:00
,	O	O									1918-12-13 00:00:00
