TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
Jahr	O	O									1868-02-17 00:00:00
zu	O	O									1868-02-17 00:00:00
Jahr	O	O									1868-02-17 00:00:00
blutiger	O	O									1868-02-17 00:00:00
und	O	O									1868-02-17 00:00:00
dürfte	O	O									1868-02-17 00:00:00
am	O	O									1868-02-17 00:00:00
Ende	O	O									1868-02-17 00:00:00
zu	O	O									1868-02-17 00:00:00
einer	O	O									1868-02-17 00:00:00
# segment_iiif_link											
schrecklichen	O	O									1868-02-17 00:00:00
Katastrophe	O	O									1868-02-17 00:00:00
führen	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Was	O	O									1868-02-17 00:00:00
von	O	O									1868-02-17 00:00:00
einem	O	O									1868-02-17 00:00:00
parlamentarischen	O	O									1868-02-17 00:00:00
Ministerium	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Frankreich	B-LOC	O									1868-02-17 00:00:00
verlautet	O	O									1868-02-17 00:00:00
hat	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
ist	O	O									1868-02-17 00:00:00
durch	O	O									1868-02-17 00:00:00
den	O	O									1868-02-17 00:00:00
gestrigen	O	O									1868-02-17 00:00:00
Pariser	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Telegraphen	O	O									1868-02-17 00:00:00
total	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
Abrede	O	O									1868-02-17 00:00:00
gestellt	O	O									1868-02-17 00:00:00
worden	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Der	O	O									1868-02-17 00:00:00
vor	O	O									1868-02-17 00:00:00
Kurzem	O	O									1868-02-17 00:00:00
verstorbene	O	O									1868-02-17 00:00:00
Senator	O	O									1868-02-17 00:00:00
Montlaville	O	O									1868-02-17 00:00:00
# segment_iiif_link											
war	O	O									1868-02-17 00:00:00
ein	O	O									1868-02-17 00:00:00
geschworner	O	O									1868-02-17 00:00:00
Feind	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Engländer	O	O									1868-02-17 00:00:00
ganz	O	O									1868-02-17 00:00:00
à	O	O									1868-02-17 00:00:00
la	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Marquis	O	O									1868-02-17 00:00:00
Boissy	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
Von	O	O									1868-02-17 00:00:00
ihm	O	O									1868-02-17 00:00:00
kursirte	O	O									1868-02-17 00:00:00
die	O	O									1868-02-17 00:00:00
Bitte	O	O									1868-02-17 00:00:00
an	O	O									1868-02-17 00:00:00
den	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Kaiser	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
Bordeaux	B-LOC	O									1868-02-17 00:00:00
:	O	O									1868-02-17 00:00:00
Sire	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
ich	O	O									1868-02-17 00:00:00
hoffe	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
daß	O	O									1868-02-17 00:00:00
Sie	O	O									1868-02-17 00:00:00
mich	O	O									1868-02-17 00:00:00
noch	O	O									1868-02-17 00:00:00
# segment_iiif_link											
einmal	O	O									1868-02-17 00:00:00
zum	O	O									1868-02-17 00:00:00
Präfekten	O	O									1868-02-17 00:00:00
von	O	O									1868-02-17 00:00:00
London	B-LOC	O									1868-02-17 00:00:00
wählen	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Abbe	O	O									1868-02-17 00:00:00
Migne	O	O									1868-02-17 00:00:00
'	O	O									1868-02-17 00:00:00
s	O	O									1868-02-17 00:00:00
Druckerei	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Kirchenväter	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
Paris	B-LOC	O									1868-02-17 00:00:00
ist	O	O									1868-02-17 00:00:00
# segment_iiif_link											
abgebrannt	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
Der	O	O									1868-02-17 00:00:00
Schaden	O	O									1868-02-17 00:00:00
wird	O	O									1868-02-17 00:00:00
auf	O	O									1868-02-17 00:00:00
6	O	O									1868-02-17 00:00:00
Mill	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
angeschlagen	O	O									1868-02-17 00:00:00
# segment_iiif_link											
und	O	O									1868-02-17 00:00:00
ist	O	O									1868-02-17 00:00:00
so	O	O									1868-02-17 00:00:00
versichert	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Heute	O	O									1868-02-17 00:00:00
Abends	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
5	O	O									1868-02-17 00:00:00
Uhr	O	O									1868-02-17 00:00:00
21	O	O									1868-02-17 00:00:00
Minuten	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
von	O	O									1868-02-17 00:00:00
Sonnen	O	O									1868-02-17 00:00:00
¬	O	O									1868-02-17 00:00:00
# segment_iiif_link											
untergang	O	O									1868-02-17 00:00:00
an	O	O									1868-02-17 00:00:00
bis	O	O									1868-02-17 00:00:00
zum	O	O									1868-02-17 00:00:00
Verschwinden	O	O									1868-02-17 00:00:00
des	O	O									1868-02-17 00:00:00
Jupiters	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
7	O	O									1868-02-17 00:00:00
Uhr	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Abends	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
sieht	O	O									1868-02-17 00:00:00
man	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
wenn	O	O									1868-02-17 00:00:00
das	O	O									1868-02-17 00:00:00
Wetter	O	O									1868-02-17 00:00:00
günstig	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
über	O	O									1868-02-17 00:00:00
dem	O	O									1868-02-17 00:00:00
# segment_iiif_link											
letztern	O	O									1868-02-17 00:00:00
Gestirn	O	O									1868-02-17 00:00:00
einen	O	O									1868-02-17 00:00:00
kleinen	O	O									1868-02-17 00:00:00
röthlichen	O	O									1868-02-17 00:00:00
Stern	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
nämlich	O	O									1868-02-17 00:00:00
# segment_iiif_link											
den	O	O									1868-02-17 00:00:00
Planeten	O	O									1868-02-17 00:00:00
Merkur	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
welcher	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Sonne	B-LOC	O									1868-02-17 00:00:00
dreimal	O	O									1868-02-17 00:00:00
näher	O	O									1868-02-17 00:00:00
# segment_iiif_link											
ist	O	O									1868-02-17 00:00:00
als	O	O									1868-02-17 00:00:00
die	O	O									1868-02-17 00:00:00
Erde	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
Seit	O	O									1868-02-17 00:00:00
tausend	O	O									1868-02-17 00:00:00
Jahren	O	O									1868-02-17 00:00:00
befand	O	O									1868-02-17 00:00:00
sich	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Merkur	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
keiner	O	O									1868-02-17 00:00:00
für	O	O									1868-02-17 00:00:00
unsere	O	O									1868-02-17 00:00:00
Beobachtung	O	O									1868-02-17 00:00:00
so	O	O									1868-02-17 00:00:00
günstigen	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Stellung	O	O									1868-02-17 00:00:00
:	O	O									1868-02-17 00:00:00
Einerseits	O	O									1868-02-17 00:00:00
steht	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Mond	O	O									1868-02-17 00:00:00
nicht	O	O									1868-02-17 00:00:00
über	O	O									1868-02-17 00:00:00
dem	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Horizont	B-LOC	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
anderseits	O	O									1868-02-17 00:00:00
bildet	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Jupiter	O	O									1868-02-17 00:00:00
einen	O	O									1868-02-17 00:00:00
Abstandspunkt	O	O									1868-02-17 00:00:00
# segment_iiif_link											
und	O	O									1868-02-17 00:00:00
dieses	O	O									1868-02-17 00:00:00
gerade	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
dem	O	O									1868-02-17 00:00:00
Augenblick	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
wo	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Merkur	O	O									1868-02-17 00:00:00
# segment_iiif_link											
sich	O	O									1868-02-17 00:00:00
in	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
größtmöglichen	O	O									1868-02-17 00:00:00
östlichen	O	O									1868-02-17 00:00:00
Entfernung	O	O									1868-02-17 00:00:00
von	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Sonne	B-LOC	O									1868-02-17 00:00:00
befindet	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
Bekanntlich	O	O									1868-02-17 00:00:00
hat	O	O									1868-02-17 00:00:00
der	O	O									1868-02-17 00:00:00
Astronom	O	O									1868-02-17 00:00:00
Gassendi	O	O									1868-02-17 00:00:00
# segment_iiif_link											
noch	O	O									1868-02-17 00:00:00
auf	O	O									1868-02-17 00:00:00
dem	O	O									1868-02-17 00:00:00
Todbette	O	O									1868-02-17 00:00:00
sein	O	O									1868-02-17 00:00:00
Bedauern	O	O									1868-02-17 00:00:00
ausgesprochen	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
daß	O	O									1868-02-17 00:00:00
# segment_iiif_link											
ihm	O	O									1868-02-17 00:00:00
das	O	O									1868-02-17 00:00:00
Glück	O	O									1868-02-17 00:00:00
nicht	O	O									1868-02-17 00:00:00
geworden	O	O									1868-02-17 00:00:00
sei	O	O									1868-02-17 00:00:00
,	O	O									1868-02-17 00:00:00
den	O	O									1868-02-17 00:00:00
Merkur	O	O									1868-02-17 00:00:00
von	O	O									1868-02-17 00:00:00
freiem	O	O									1868-02-17 00:00:00
# segment_iiif_link											
Auge	O	O									1868-02-17 00:00:00
zu	O	O									1868-02-17 00:00:00
sehen	O	O									1868-02-17 00:00:00
.	O	O									1868-02-17 00:00:00
											
# document_id											
# segment_iiif_link											
Vermischtes	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
# segment_iiif_link											
—	O	O									1878-01-07 00:00:00
(	O	O									1878-01-07 00:00:00
Eine	O	O									1878-01-07 00:00:00
russische	O	O									1878-01-07 00:00:00
Amazone	O	O									1878-01-07 00:00:00
)	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Vor	O	O									1878-01-07 00:00:00
etwa	O	O									1878-01-07 00:00:00
Monatsfrist	O	O									1878-01-07 00:00:00
# segment_iiif_link											
gingen	O	O									1878-01-07 00:00:00
50	O	O									1878-01-07 00:00:00
Kosaken	O	O									1878-01-07 00:00:00
unter	O	O									1878-01-07 00:00:00
dem	O	O									1878-01-07 00:00:00
Cornet	O	O									1878-01-07 00:00:00
Burenie	O	O									1878-01-07 00:00:00
von	O	O									1878-01-07 00:00:00
Uralsk	O	O									1878-01-07 00:00:00
# segment_iiif_link											
zur	O	O									1878-01-07 00:00:00
Donauarmee	O	O									1878-01-07 00:00:00
ab	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Dieser	O	O									1878-01-07 00:00:00
Abtheilung	O	O									1878-01-07 00:00:00
hätte	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
gerne	O	O									1878-01-07 00:00:00
# segment_iiif_link											
eine	O	O									1878-01-07 00:00:00
junge	O	O									1878-01-07 00:00:00
Dame	O	O									1878-01-07 00:00:00
angeschlossen	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
es	O	O									1878-01-07 00:00:00
gelüstete	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
am	O	O									1878-01-07 00:00:00
Feld	O	O									1878-01-07 00:00:00
¬	O	O									1878-01-07 00:00:00
# segment_iiif_link											
zug	O	O									1878-01-07 00:00:00
aktiv	O	O									1878-01-07 00:00:00
theilzunehmen	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Diese	O	O									1878-01-07 00:00:00
russische	O	O									1878-01-07 00:00:00
Jeanne	O	O									1878-01-07 00:00:00
d	O	O									1878-01-07 00:00:00
'	O	O									1878-01-07 00:00:00
Arc	O	O									1878-01-07 00:00:00
# segment_iiif_link											
heißt	O	O									1878-01-07 00:00:00
im	O	O									1878-01-07 00:00:00
gewöhnlichen	O	O									1878-01-07 00:00:00
Leben	O	O									1878-01-07 00:00:00
Tatjana	B-PERS	O									1878-01-07 00:00:00
Shukalin	I-PERS	O									1878-01-07 00:00:00
.	I-PERS	O									1878-01-07 00:00:00
Bereits	I-PERS	O									1878-01-07 00:00:00
# segment_iiif_link											
im	O	O									1878-01-07 00:00:00
verflossenen	O	O									1878-01-07 00:00:00
Winter	O	O									1878-01-07 00:00:00
wandte	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
an	O	O									1878-01-07 00:00:00
den	O	O									1878-01-07 00:00:00
Hetman	O	O									1878-01-07 00:00:00
# segment_iiif_link											
locum	O	O									1878-01-07 00:00:00
tenens	O	O									1878-01-07 00:00:00
mit	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
Bitte	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
den	O	O									1878-01-07 00:00:00
Kosaken	O	O									1878-01-07 00:00:00
zuzuzählen	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
# segment_iiif_link											
welche	O	O									1878-01-07 00:00:00
zur	O	O									1878-01-07 00:00:00
aktiven	O	O									1878-01-07 00:00:00
Armee	O	O									1878-01-07 00:00:00
damals	O	O									1878-01-07 00:00:00
abgehen	O	O									1878-01-07 00:00:00
sollten	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Der	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Hetmann	O	O									1878-01-07 00:00:00
schlug	O	O									1878-01-07 00:00:00
ihr	O	O									1878-01-07 00:00:00
diese	O	O									1878-01-07 00:00:00
Bitte	O	O									1878-01-07 00:00:00
ab	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Damit	O	O									1878-01-07 00:00:00
gab	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
jedoch	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Fräulein	B-PERS	O									1878-01-07 00:00:00
Shukalin	I-PERS	O									1878-01-07 00:00:00
nicht	O	O									1878-01-07 00:00:00
zufrieden	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
sondern	O	O									1878-01-07 00:00:00
wandte	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
# segment_iiif_link											
einem	O	O									1878-01-07 00:00:00
Schreiben	O	O									1878-01-07 00:00:00
an	O	O									1878-01-07 00:00:00
das	O	O									1878-01-07 00:00:00
Hauptquartier	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
Bulgarien	B-LOC	O									1878-01-07 00:00:00
mit	O	O									1878-01-07 00:00:00
# segment_iiif_link											
der	O	O									1878-01-07 00:00:00
Bitte	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
einem	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
Kavallerieregimenter	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
aktiven	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Armee	O	O									1878-01-07 00:00:00
zuzuzählen	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
wobei	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
Erklärung	O	O									1878-01-07 00:00:00
abgab	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
daß	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
# segment_iiif_link											
bereits	O	O									1878-01-07 00:00:00
seit	O	O									1878-01-07 00:00:00
ihrer	O	O									1878-01-07 00:00:00
frühesten	O	O									1878-01-07 00:00:00
Jugend	O	O									1878-01-07 00:00:00
einen	O	O									1878-01-07 00:00:00
unwiderstehlichen	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Hang	O	O									1878-01-07 00:00:00
zum	O	O									1878-01-07 00:00:00
Kriegerleben	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
fühle	O	O									1878-01-07 00:00:00
und	O	O									1878-01-07 00:00:00
daß	O	O									1878-01-07 00:00:00
ihr	O	O									1878-01-07 00:00:00
höchster	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Wunsch	O	O									1878-01-07 00:00:00
dahin	O	O									1878-01-07 00:00:00
gehe	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
diese	O	O									1878-01-07 00:00:00
ihre	O	O									1878-01-07 00:00:00
Sehnsucht	O	O									1878-01-07 00:00:00
befriedigen	O	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
# segment_iiif_link											
können	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Am	O	O									1878-01-07 00:00:00
4	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Dezember	O	O									1878-01-07 00:00:00
lief	O	O									1878-01-07 00:00:00
nun	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
Schreiben	O	O									1878-01-07 00:00:00
vom	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Stabschef	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
aktiven	O	O									1878-01-07 00:00:00
Armee	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
dem	O	O									1878-01-07 00:00:00
General	B-PERS	O									1878-01-07 00:00:00
-	I-PERS	O									1878-01-07 00:00:00
Adjutanten	I-PERS	O									1878-01-07 00:00:00
Ne	I-PERS	O									1878-01-07 00:00:00
¬	I-PERS	O									1878-01-07 00:00:00
# segment_iiif_link											
pokoitschizkij	I-PERS	O									1878-01-07 00:00:00
an	O	O									1878-01-07 00:00:00
den	O	O									1878-01-07 00:00:00
Hetman	O	O									1878-01-07 00:00:00
locumtenens	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
welchem	O	O									1878-01-07 00:00:00
# segment_iiif_link											
die	O	O									1878-01-07 00:00:00
Mittheilung	O	O									1878-01-07 00:00:00
enthalten	O	O									1878-01-07 00:00:00
war	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
es	O	O									1878-01-07 00:00:00
sei	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
Zuzählung	O	O									1878-01-07 00:00:00
des	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Fräuleins	B-PERS	O									1878-01-07 00:00:00
Shukalin	I-PERS	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
Kosakenabtheilung	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
welche	O	O									1878-01-07 00:00:00
zur	O	O									1878-01-07 00:00:00
# segment_iiif_link											
aktiven	O	O									1878-01-07 00:00:00
Armee	O	O									1878-01-07 00:00:00
abgeht	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
unter	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
Bedingung	O	O									1878-01-07 00:00:00
gestattet	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
daß	O	O									1878-01-07 00:00:00
# segment_iiif_link											
sich	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
Hetman	O	O									1878-01-07 00:00:00
vorher	O	O									1878-01-07 00:00:00
überzeugt	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
daß	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
Dame	O	O									1878-01-07 00:00:00
durch	O	O									1878-01-07 00:00:00
keine	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Familienrücksichten	O	O									1878-01-07 00:00:00
gebunden	O	O									1878-01-07 00:00:00
und	O	O									1878-01-07 00:00:00
physisch	O	O									1878-01-07 00:00:00
und	O	O									1878-01-07 00:00:00
geistig	O	O									1878-01-07 00:00:00
fähig	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
# segment_iiif_link											
die	O	O									1878-01-07 00:00:00
Beschwerden	O	O									1878-01-07 00:00:00
eines	O	O									1878-01-07 00:00:00
Feldzuges	O	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
ertragen	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Zum	O	O									1878-01-07 00:00:00
Leid	O	O									1878-01-07 00:00:00
¬	O	O									1878-01-07 00:00:00
# segment_iiif_link											
wesen	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
kriegslustigen	O	O									1878-01-07 00:00:00
Dame	O	O									1878-01-07 00:00:00
war	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
Kosakenabtheilung	O	O									1878-01-07 00:00:00
# segment_iiif_link											
jedoch	O	O									1878-01-07 00:00:00
bereits	O	O									1878-01-07 00:00:00
vor	O	O									1878-01-07 00:00:00
dem	O	O									1878-01-07 00:00:00
Eintreffen	O	O									1878-01-07 00:00:00
des	O	O									1878-01-07 00:00:00
erwähnten	O	O									1878-01-07 00:00:00
Schreibens	O	O									1878-01-07 00:00:00
# segment_iiif_link											
auf	O	O									1878-01-07 00:00:00
den	O	O									1878-01-07 00:00:00
Kriegsschauplatz	O	O									1878-01-07 00:00:00
abgegangen	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Die	O	O									1878-01-07 00:00:00
Heldin	O	O									1878-01-07 00:00:00
selbst	O	O									1878-01-07 00:00:00
ist	O	O									1878-01-07 00:00:00
# segment_iiif_link											
die	O	O									1878-01-07 00:00:00
Tochter	O	O									1878-01-07 00:00:00
eines	O	O									1878-01-07 00:00:00
Kosaken	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
welcher	O	O									1878-01-07 00:00:00
bereits	O	O									1878-01-07 00:00:00
vor	O	O									1878-01-07 00:00:00
längerer	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Zeit	O	O									1878-01-07 00:00:00
gestorben	O	O									1878-01-07 00:00:00
ist	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
und	O	O									1878-01-07 00:00:00
lebt	O	O									1878-01-07 00:00:00
mit	O	O									1878-01-07 00:00:00
ihrer	O	O									1878-01-07 00:00:00
Mutter	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
Uralsk	B-LOC	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Sie	O	O									1878-01-07 00:00:00
ist	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
wie	O	O									1878-01-07 00:00:00
eine	O	O									1878-01-07 00:00:00
russische	O	O									1878-01-07 00:00:00
Korrespondenz	O	O									1878-01-07 00:00:00
meldet	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
von	O	O									1878-01-07 00:00:00
gro	O	O									1878-01-07 00:00:00
¬	O	O									1878-01-07 00:00:00
# segment_iiif_link											
ßem	O	O									1878-01-07 00:00:00
Wuchse	O	O									1878-01-07 00:00:00
und	O	O									1878-01-07 00:00:00
hat	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
schönes	O	O									1878-01-07 00:00:00
sympathisches	O	O									1878-01-07 00:00:00
Gesicht	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Uebrigens	O	O									1878-01-07 00:00:00
wäre	O	O									1878-01-07 00:00:00
es	O	O									1878-01-07 00:00:00
nicht	O	O									1878-01-07 00:00:00
das	O	O									1878-01-07 00:00:00
erste	O	O									1878-01-07 00:00:00
Mal	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
daß	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
Kosaken	O	O									1878-01-07 00:00:00
¬	O	O									1878-01-07 00:00:00
# segment_iiif_link											
mädchen	O	O									1878-01-07 00:00:00
mit	O	O									1878-01-07 00:00:00
in	O	O									1878-01-07 00:00:00
den	O	O									1878-01-07 00:00:00
Kampf	O	O									1878-01-07 00:00:00
zöge	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
So	O	O									1878-01-07 00:00:00
diente	O	O									1878-01-07 00:00:00
1865	O	O									1878-01-07 00:00:00
im	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Orenburg	B-LOC	O									1878-01-07 00:00:00
'	O	O									1878-01-07 00:00:00
schen	O	O									1878-01-07 00:00:00
Kosakenregiment	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
Mädchen	O	O									1878-01-07 00:00:00
Namens	O	O									1878-01-07 00:00:00
Sai	O	O									1878-01-07 00:00:00
¬	O	O									1878-01-07 00:00:00
# segment_iiif_link											
zew	O	O									1878-01-07 00:00:00
.	O	O									1878-01-07 00:00:00
Wer	O	O									1878-01-07 00:00:00
die	O	O									1878-01-07 00:00:00
Saizew	O	O									1878-01-07 00:00:00
reiten	O	O									1878-01-07 00:00:00
sah	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
hätte	O	O									1878-01-07 00:00:00
sie	O	O									1878-01-07 00:00:00
nie	O	O									1878-01-07 00:00:00
für	O	O									1878-01-07 00:00:00
ein	O	O									1878-01-07 00:00:00
# segment_iiif_link											
Mädchen	O	O									1878-01-07 00:00:00
gehalten	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
sondern	O	O									1878-01-07 00:00:00
einen	O	O									1878-01-07 00:00:00
jungen	O	O									1878-01-07 00:00:00
blühenden	O	O									1878-01-07 00:00:00
Kosaken	O	O									1878-01-07 00:00:00
# segment_iiif_link											
vor	O	O									1878-01-07 00:00:00
sich	O	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
haben	O	O									1878-01-07 00:00:00
geglaubt	O	O									1878-01-07 00:00:00
,	O	O									1878-01-07 00:00:00
der	O	O									1878-01-07 00:00:00
ausgezeichnet	O	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
reiten	O	O									1878-01-07 00:00:00
# segment_iiif_link											
und	O	O									1878-01-07 00:00:00
sein	O	O									1878-01-07 00:00:00
Pferd	O	O									1878-01-07 00:00:00
zu	O	O									1878-01-07 00:00:00
lenken	O	O									1878-01-07 00:00:00
verstand	O	O									1878-01-07 00:00:00
